ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
73.0,168.0,6.0,75.0,25.0,0.0,0.0,100.0,83.0,7.0,8.0,25.0,2.0,52.0,1.595608884350268,0.0,0.0,91.0,66.0,3.0,3.0,1.0,75.0,0.0
68.0,269.0,8.0,87.0,26.0,0.0,0.0,85.0,8.0,4.0,6.0,27.0,3.0,48.0,5.0,0.0,0.0,39.0,81.0,6.0,4.0,1.0,83.0,1.0
74.0,319.0,2.0,83.0,24.0,1.0,0.0,88.0,9.0,3.0,5.0,28.0,3.0,37.0,24.0,1.0,1.0,6.0,100.0,3.0,2.0,0.0,42.0,1.0
70.0,243.0,3.0,125.0,31.0,2.0,0.0,88.0,79.0,6.0,5.0,35.0,3.0,18.0,14.0,0.0,0.0,35.0,70.2104219767771,8.0,1.0,1.0,56.0,0.0
83.0,192.0,63.0,148.0,7.0,0.0,0.0,100.0,83.0,7.0,8.0,7.0,0.0,71.0,0.0,1.0,1.0,44.83497092440346,70.2104219767771,4.487420127795527,1.0,1.464035646085296,100.0,0.0
79.0,257.0,3.0,98.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,20.0,2.0,30.0,3.0,1.0,1.0,43.0,66.51626155426224,5.0,1.0,2.0,70.0,1.0
86.0,170.0,37.0,106.0,12.0,0.0,0.0,100.0,83.0,7.0,8.0,12.0,0.0,25.0,3.431410433342534,0.0,0.0,18.0,66.51626155426224,2.0,1.0,0.0,60.0,1.0
71.0,162.0,5.0,65.0,29.0,1.0,1.0,100.0,83.0,7.0,8.0,24.0,2.0,34.0,24.0,5.0,5.0,14.0,70.2104219767771,3.0,2.5639510341916423,0.0,27.0,0.0
75.0,132.0,6.0,67.0,20.0,0.0,0.0,90.0,63.0,6.0,6.0,21.0,2.0,29.0,0.0,2.0,2.0,67.0,90.0,2.0,2.0,1.0,67.0,0.0
81.0,120.0,13.0,42.0,12.0,0.0,0.0,100.0,83.0,7.0,8.0,12.0,0.0,25.0,3.0,2.0,2.0,34.0,36.0,1.0,1.0,0.0,67.0,1.0
75.0,146.0,2.0,69.0,24.0,0.0,0.0,100.0,83.0,7.0,8.0,25.0,2.0,52.0,4.0,1.0,1.0,58.0,99.0,3.0,3.0,1.0,86.0,0.0
85.0,166.0,4.0,124.0,26.0,0.0,0.0,100.0,83.0,6.0,7.0,27.0,2.0,38.0,0.0,1.0,1.0,10.0,68.0,3.0,4.0,1.0,54.0,1.0
82.0,141.0,10.0,73.0,26.0,0.0,0.0,100.0,83.0,7.0,8.0,9.0,1.0,50.0,5.0,0.0,0.0,28.0,52.0,2.0,3.0,1.0,63.0,1.0
88.0,450.0,33.0,169.0,14.0,0.0,0.0,100.0,83.0,7.0,8.0,14.0,0.0,14.0,3.431410433342534,0.0,0.0,0.0,66.51626155426224,2.0,2.397237827715356,0.0,50.0,1.0
64.0,278.0,16.0,196.0,34.0,2.0,1.0,81.0,9.0,4.0,4.0,36.0,0.0,17.0,24.0,0.0,0.0,88.0,70.2104219767771,16.0,1.0,3.0,95.0,0.0
65.0,145.0,8.0,74.0,11.0,2.0,2.0,100.0,83.0,6.0,8.0,13.0,1.0,83.0,0.0,2.0,2.0,44.83497092440346,66.0,4.487420127795527,2.0,1.464035646085296,100.0,0.0
73.0,55.0,9.0,33.0,7.0,0.0,0.0,100.0,83.0,7.0,8.0,7.0,1.0,86.0,0.0,1.0,0.0,44.83497092440346,71.0,4.487420127795527,2.0,1.464035646085296,100.0,0.0
77.0,191.0,3.0,91.0,16.0,1.0,1.0,94.0,9.0,1.0,3.0,17.0,2.0,35.0,12.0,0.0,0.0,9.0,94.0,2.0,2.0,0.0,44.0,1.0
80.0,162.0,9.0,82.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,24.0,1.0,58.0,0.0,0.0,0.0,79.0,45.0,2.0,2.0,0.7092896174863388,80.0,1.0
62.0,220.0,3.0,79.0,12.0,0.0,0.0,93.0,10.0,4.0,6.0,15.0,1.0,21.0,3.0,1.0,1.0,93.0,66.51626155426224,4.0,1.0,3.0,83.0,1.0
61.0,187.0,3.0,72.0,28.0,1.0,0.0,97.0,1.0,4.0,5.0,30.0,2.0,57.0,10.0,0.0,0.0,32.0,53.0,6.0,4.0,1.0,77.0,1.0
90.0,242.0,35.0,158.0,7.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,0.0,14.0,3.431410433342534,0.0,0.0,0.0,66.51626155426224,2.0,2.397237827715356,0.0,33.0,1.0
65.0,421.0,2.0,133.0,30.0,1.0,0.0,88.0,4.0,4.0,5.0,34.0,1.0,47.0,0.0,0.0,0.0,30.0,83.0,7.0,3.0,2.0,100.0,0.0
59.0,148.0,10.0,65.0,49.0,1.0,0.0,94.0,2.0,3.0,2.0,53.0,2.0,47.0,0.0,5.0,4.0,83.0,92.0,8.0,2.0,4.0,91.0,0.0
75.0,235.0,6.0,85.0,15.0,0.0,0.0,94.0,17.0,6.0,6.0,16.0,1.0,38.0,24.0,1.0,1.0,40.0,96.0,1.0,2.0,1.0,50.0,0.0
69.0,218.0,1.0,52.0,15.0,0.0,0.0,100.0,83.0,7.0,8.0,35.0,6.0,25.0,9.0,0.0,0.0,71.0,69.0,7.0,3.0,2.0,91.0,0.0
74.0,311.0,32.0,118.0,15.0,0.0,0.0,93.0,5.0,4.0,6.0,15.0,0.0,53.0,0.0,0.0,0.0,6.0,70.2104219767771,2.0,1.0,0.0,50.0,0.0
65.0,314.0,2.0,110.0,24.0,1.0,1.0,96.0,18.848360655737704,6.0,6.0,27.0,5.0,65.0,0.0,2.0,2.0,19.0,99.0,5.0,4.0,1.0,90.0,0.0
82.0,247.0,21.0,99.0,28.0,0.0,0.0,100.0,83.0,7.0,8.0,32.0,0.0,32.0,15.0,0.0,0.0,20.0,30.0,5.0,3.0,1.0,67.0,1.0
86.0,422.0,15.0,140.0,25.0,0.0,0.0,96.0,40.0,6.0,6.0,26.0,0.0,15.0,3.431410433342534,0.0,0.0,6.0,21.0,1.0,3.0,0.0,24.0,1.0
79.0,305.0,9.0,121.0,12.0,1.0,0.0,69.0,9.0,4.0,5.0,16.0,1.0,19.0,24.0,0.0,0.0,6.0,70.2104219767771,6.0,1.0,0.0,64.0,0.0
58.0,135.0,15.0,71.0,17.0,1.0,1.0,83.0,2.0,4.0,2.0,18.0,0.0,33.0,15.0,0.0,0.0,45.0,66.51626155426224,2.0,1.0,0.0,75.0,1.0
80.0,122.0,3.0,65.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,19.0,2.0,42.0,2.0,1.0,1.0,18.0,73.0,2.0,3.0,0.0,83.0,1.0
65.0,64.0,40.0,49.0,6.0,0.0,0.0,67.0,6.0,4.0,6.0,6.0,0.0,100.0,0.0,0.0,0.0,44.83497092440346,72.0,4.487420127795527,3.0,1.464035646085296,100.0,0.0
89.0,222.78659459459465,24.0,99.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,0.0,0.0,22.0,3.0,1.0,1.0,3.0,66.51626155426224,1.0,1.0,0.0,20.0,1.0
73.0,167.0,2.0,87.0,9.0,0.0,0.0,90.0,74.0,6.0,6.0,10.0,1.0,80.0,0.0,3.0,3.0,44.83497092440346,99.0,4.487420127795527,2.0,1.464035646085296,100.0,0.0
70.0,155.0,7.0,79.0,11.0,2.0,1.0,73.0,36.0,6.0,3.0,15.0,1.0,67.0,0.0,0.0,0.0,34.0,70.2104219767771,1.0,1.0,0.0,100.0,0.0
65.0,85.0,1.0,25.0,17.0,0.0,0.0,100.0,83.0,7.0,8.0,22.0,8.0,14.0,0.0,5.0,5.0,36.0,70.2104219767771,9.0,1.0,2.0,59.0,0.0
75.0,194.0,5.0,55.0,21.0,0.0,0.0,100.0,83.0,7.0,8.0,10.0,4.0,14.0,24.0,1.0,1.0,42.0,70.2104219767771,9.0,1.0,0.0,69.0,0.0
73.0,198.0,6.0,66.0,22.0,1.0,0.0,96.0,30.0,6.0,5.0,23.0,4.0,43.0,0.0,0.0,0.0,18.0,55.0,8.0,2.0,1.0,83.0,0.0
66.0,286.0,8.0,122.0,40.0,0.0,0.0,89.0,38.0,6.0,6.0,44.0,1.0,57.0,0.0,0.0,0.0,100.0,32.0,2.0,3.0,1.0,100.0,1.0
81.0,270.0,2.0,94.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,23.0,3.0,39.0,24.0,1.0,1.0,6.0,29.0,4.0,2.0,0.0,78.0,1.0
84.0,150.0,9.0,70.0,28.0,0.0,0.0,100.0,83.0,7.0,8.0,28.0,1.0,18.0,0.0,3.0,3.0,0.0,66.51626155426224,1.0,1.0,0.0,17.0,1.0
68.0,131.0,2.0,77.0,15.0,1.0,1.0,88.0,61.0,5.0,2.0,17.0,3.0,82.0,24.0,0.0,0.0,107.0,99.0,2.0,2.0,1.0,100.0,0.0
66.0,172.0,10.0,90.0,44.0,0.0,0.0,100.0,83.0,7.0,8.0,48.0,1.0,38.0,24.0,2.0,1.0,65.0,85.0,12.0,2.0,8.0,82.0,0.0
72.0,85.0,8.0,43.0,11.0,0.0,0.0,100.0,83.0,7.0,8.0,11.0,2.0,0.0,0.0,1.0,1.0,57.0,66.51626155426224,3.0,2.397237827715356,2.0,33.0,1.0
79.0,108.0,4.0,58.0,26.0,0.0,0.0,100.0,83.0,7.0,8.0,26.0,1.0,12.0,0.0,7.0,7.0,5.0,66.51626155426224,2.0,1.0,0.0,38.0,1.0
66.0,166.0,5.0,65.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,19.0,3.0,16.0,0.0,7.0,7.0,55.0,66.51626155426224,6.0,3.0,4.0,69.0,1.0
59.0,324.0,2.0,138.0,24.0,0.0,0.0,85.0,5.0,4.0,6.0,27.0,1.0,26.0,0.0,1.0,1.0,68.0,70.2104219767771,7.0,1.0,3.0,90.0,0.0
79.0,186.0,9.0,89.0,13.0,0.0,0.0,100.0,83.0,7.0,8.0,13.0,1.0,46.0,0.0,0.0,0.0,28.0,50.0,4.0,1.0,1.0,86.0,1.0
88.0,74.0,2.0,120.0,23.0,0.0,0.0,100.0,83.0,7.0,8.0,13.0,2.0,25.0,3.0,1.0,1.0,2.0,61.0,3.0,1.0,0.0,56.0,1.0
72.0,226.0,8.0,80.0,26.0,0.0,0.0,96.0,36.0,6.0,6.0,27.0,3.0,26.0,9.0,0.0,0.0,44.0,78.0,4.0,3.0,1.0,75.0,1.0
62.0,102.0,2.0,69.0,6.0,1.0,1.0,75.0,44.0,6.0,2.0,8.0,1.0,50.0,24.0,1.0,1.0,65.0,70.2104219767771,4.0,2.5639510341916423,1.0,100.0,0.0
79.0,41.0,1.0,15.0,6.0,0.0,0.0,100.0,83.0,7.0,8.0,8.0,2.0,25.0,0.0,2.0,2.0,1.0,64.0,1.0,2.0,0.0,38.0,0.0
77.0,170.0,10.0,84.0,25.0,0.0,0.0,100.0,83.0,7.0,8.0,26.0,1.0,12.0,24.0,2.0,2.0,58.0,46.0,3.0,1.0,2.0,50.0,1.0
65.0,153.0,4.0,81.0,17.0,0.0,0.0,89.0,29.0,6.0,6.0,19.0,3.0,53.0,1.0,1.0,1.0,60.0,70.2104219767771,4.0,2.0,0.0,86.0,0.0
58.0,162.0,15.0,68.0,7.0,2.0,2.0,75.0,19.0,0.0,2.0,8.0,0.0,63.0,0.0,1.0,1.0,0.0,70.2104219767771,0.0,1.0,0.0,33.0,0.0
91.0,222.78659459459465,28.0,170.0,6.0,0.0,0.0,100.0,83.0,7.0,8.0,0.0,0.0,57.0,3.431410433342534,0.0,0.0,2.0,10.0,1.0,2.0,0.0,75.0,1.0
70.0,221.0,3.0,66.0,46.0,0.0,0.0,98.0,68.0,6.0,6.0,47.0,5.0,6.0,0.0,1.0,1.0,48.0,66.51626155426224,3.0,2.397237827715356,2.0,18.0,1.0
76.0,42.0,21.0,32.0,4.0,0.0,0.0,100.0,83.0,7.0,8.0,4.0,0.0,75.0,20.0,0.0,0.0,0.0,67.0,0.0,2.0,0.7092896174863388,67.0,1.0
59.0,134.0,17.0,83.0,8.0,2.0,0.0,42.0,1.0,4.0,5.0,12.0,0.0,67.0,0.0,3.0,3.0,77.0,70.2104219767771,1.0,1.0,1.0,100.0,0.0
69.0,198.0,12.0,100.0,18.0,0.0,0.0,89.0,18.0,6.0,6.0,18.0,0.0,61.0,0.0,1.0,1.0,54.0,89.0,4.0,2.0,1.0,100.0,0.0
75.0,177.0,2.0,84.0,28.0,0.0,0.0,100.0,83.0,7.0,8.0,31.0,3.0,32.0,24.0,0.0,0.0,44.0,97.0,6.0,3.0,3.0,77.0,0.0
85.0,165.0,10.0,90.0,16.0,0.0,0.0,100.0,83.0,7.0,8.0,16.0,1.0,31.0,0.0,2.0,2.0,0.0,66.51626155426224,1.0,2.0,0.0,50.0,1.0
67.0,169.0,9.0,43.0,37.0,0.0,0.0,100.0,83.0,7.0,8.0,28.0,2.0,16.0,0.0,3.0,3.0,68.0,77.0,7.0,1.0,6.0,82.0,0.0
66.0,190.0,3.0,94.0,33.0,1.0,1.0,97.0,27.05164066702528,6.0,6.0,33.0,1.0,55.0,0.0,4.0,4.0,23.0,79.0,2.0,4.0,0.0,75.0,1.0
56.0,158.0,11.0,79.0,12.0,0.0,0.0,83.0,0.0,4.0,6.0,12.0,1.0,17.0,0.0,2.0,2.0,98.0,54.0,4.0,2.0,3.0,100.0,0.0
56.0,217.0,14.0,101.0,29.0,1.0,1.0,60.0,8.0,4.0,4.0,31.0,0.0,23.0,0.0,2.0,2.0,93.0,26.0,9.0,5.0,5.0,100.0,1.0
88.0,152.0,25.0,75.0,16.0,0.0,0.0,100.0,83.0,7.0,8.0,18.0,0.0,11.0,0.0,1.0,1.0,0.0,66.51626155426224,3.0,1.0,0.0,50.0,1.0
89.0,274.0,11.0,125.0,15.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,1.0,20.0,16.0,0.0,0.0,6.0,96.0,3.0,2.0,0.0,50.0,1.0
61.0,195.0,9.0,88.0,19.0,0.0,0.0,95.0,2.0,4.0,6.0,20.0,1.0,32.0,1.0,1.0,1.0,59.0,91.0,3.0,2.0,2.0,67.0,1.0
69.0,369.0,2.0,130.0,23.0,1.0,0.0,93.0,61.0,6.0,5.0,30.0,3.0,30.0,0.0,2.0,2.0,46.0,38.0,6.0,3.0,0.0,91.0,1.0
80.0,206.0,1.0,68.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,4.0,52.0,1.0,2.0,2.0,25.0,89.0,4.0,3.0,0.0,70.0,0.0
67.0,324.0,7.0,103.0,19.0,1.0,0.0,86.0,23.0,6.0,5.0,22.0,3.0,32.0,1.0,1.0,1.0,77.0,78.0,10.0,3.0,4.0,100.0,0.0
60.0,230.0,1.0,90.0,29.0,2.0,2.0,91.0,10.0,0.0,3.0,32.0,1.0,28.0,0.0,3.0,3.0,46.0,59.0,8.0,3.0,4.0,55.0,1.0
79.0,224.0,4.0,84.0,61.0,0.0,0.0,97.0,28.0,6.0,6.0,61.0,4.0,21.0,2.0,4.0,4.0,1.0,98.0,5.0,2.0,1.0,32.0,1.0
59.0,101.0,2.0,47.0,32.0,0.0,0.0,97.0,43.0,6.0,6.0,33.0,7.0,33.0,0.0,1.0,1.0,38.0,81.0,7.0,4.0,2.0,58.0,0.0
69.0,244.0,3.0,73.0,25.0,1.0,0.0,74.0,25.0,6.0,5.0,27.0,1.0,37.0,0.0,2.0,2.0,48.0,40.0,2.0,1.0,1.0,27.0,0.0
79.0,243.0,5.0,84.0,29.0,1.0,1.0,81.0,6.0,4.0,4.0,39.0,1.0,35.0,0.0,1.0,1.0,0.0,66.51626155426224,3.0,2.0,1.0,50.0,1.0
55.0,254.0,1.0,69.0,23.0,0.0,0.0,92.0,0.0,4.0,6.0,24.0,1.0,58.0,21.0,0.0,0.0,97.0,66.0,5.0,3.0,4.0,89.0,0.0
63.0,148.0,2.0,56.0,31.0,1.0,1.0,97.0,67.0,6.0,2.0,38.0,5.0,45.0,0.0,3.0,3.0,82.0,70.2104219767771,9.0,2.0,6.0,92.0,0.0
57.0,81.0,6.0,41.0,22.0,0.0,0.0,95.0,12.0,5.0,6.0,22.0,3.0,59.0,24.0,1.0,1.0,100.0,61.0,7.0,6.0,5.0,93.0,0.0
89.0,233.0,3.0,118.0,35.0,0.0,0.0,100.0,83.0,7.0,8.0,36.0,4.0,33.0,15.0,0.0,0.0,0.0,66.51626155426224,4.0,2.397237827715356,0.0,33.0,1.0
69.0,63.0,1.0,32.0,16.0,0.0,0.0,100.0,83.0,6.0,7.0,17.0,3.0,41.0,24.0,7.0,7.0,45.0,57.0,5.0,3.0,0.0,80.0,0.0
86.0,144.0,21.0,93.0,7.0,0.0,0.0,100.0,83.0,7.0,8.0,7.0,0.0,29.0,3.431410433342534,0.0,0.0,12.0,66.51626155426224,2.0,2.397237827715356,0.0,67.0,1.0
72.0,501.0,1.0,140.0,45.0,0.0,0.0,98.0,4.0,4.0,6.0,49.0,5.0,11.0,0.0,1.0,1.0,4.0,66.51626155426224,10.0,2.397237827715356,0.0,37.0,1.0
86.0,526.0,12.0,137.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,18.0,0.0,44.0,0.0,0.0,0.0,9.0,81.0,6.0,2.0,0.7092896174863388,80.0,1.0
62.0,146.0,14.0,61.0,10.0,2.0,2.0,82.0,18.0,6.0,6.0,12.0,0.0,55.0,0.0,2.0,2.0,50.0,70.2104219767771,4.0,1.0,2.0,100.0,0.0
89.0,283.0,13.0,116.0,30.0,0.0,0.0,100.0,83.0,7.0,8.0,32.0,0.0,19.0,0.0,1.0,0.0,4.0,33.0,3.0,2.0,0.0,50.0,1.0
86.0,159.0,3.0,98.0,28.0,0.0,0.0,100.0,83.0,7.0,8.0,28.0,1.0,36.0,0.0,4.0,4.0,28.0,66.51626155426224,1.0,2.0,0.0,75.0,1.0
68.0,145.0,15.0,67.0,18.0,2.0,1.0,90.0,8.0,1.0,3.0,20.0,0.0,85.0,24.0,3.0,3.0,0.0,64.0,0.0,3.0,1.464035646085296,75.0,0.0
75.0,294.0,12.0,94.0,39.0,0.0,0.0,98.0,27.05164066702528,6.0,6.0,40.0,0.0,35.0,0.0,2.0,2.0,17.0,66.51626155426224,6.0,5.0,0.0,61.0,1.0
64.0,228.0,10.0,86.0,18.0,1.0,1.0,85.0,7.0,0.0,2.0,20.0,1.0,55.0,0.0,1.0,1.0,47.0,44.0,3.0,5.0,1.0,83.0,0.0
68.0,45.0,4.0,20.0,12.0,0.0,0.0,100.0,83.0,7.0,8.0,14.0,3.0,50.0,0.0,0.0,0.0,40.0,90.0,5.0,3.0,1.0,100.0,0.0
82.0,186.0,4.0,62.0,23.0,0.0,0.0,100.0,83.0,7.0,8.0,23.0,3.0,30.0,3.0,3.0,3.0,24.0,41.0,6.0,2.0,0.0,67.0,1.0
72.0,111.0,4.0,32.0,21.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,3.0,24.0,21.0,0.0,0.0,50.0,100.0,5.0,2.0,2.0,57.0,1.0
62.0,77.0,3.0,30.0,26.0,0.0,0.0,100.0,83.0,7.0,8.0,26.0,2.0,62.0,0.0,8.0,8.0,52.0,85.0,5.0,16.0,2.0,95.0,0.0
89.0,222.0,12.0,136.0,20.0,0.0,0.0,100.0,83.0,7.0,8.0,22.0,0.0,36.0,20.0,0.0,0.0,0.0,66.51626155426224,0.0,1.0,0.0,17.0,1.0
80.0,228.0,2.0,61.0,46.0,0.0,0.0,100.0,83.0,7.0,8.0,49.0,7.0,29.0,0.0,1.0,1.0,9.0,66.51626155426224,5.0,2.0,0.0,57.0,1.0
60.0,179.0,7.0,69.0,19.0,4.0,2.0,78.0,6.0,3.0,4.0,24.0,1.0,38.0,0.0,6.0,6.0,0.0,70.2104219767771,1.0,2.5639510341916423,0.0,25.0,0.0
89.0,485.0,66.0,196.0,6.0,0.0,0.0,100.0,83.0,7.0,8.0,6.0,0.0,17.0,3.431410433342534,0.0,0.0,6.0,66.51626155426224,1.0,2.397237827715356,0.0,33.0,1.0
64.0,185.0,8.0,96.0,31.0,2.0,0.0,88.0,17.0,6.0,5.0,33.0,1.0,21.0,16.0,0.0,0.0,73.0,92.0,8.0,3.0,6.0,73.0,0.0
76.0,355.0,5.0,67.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,22.0,2.0,14.0,0.0,1.0,1.0,42.0,70.2104219767771,6.0,1.0,1.0,44.0,0.0
82.0,144.0,3.0,84.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,31.0,1.0,28.0,0.0,3.0,3.0,37.0,83.0,2.0,3.0,0.0,71.0,1.0
90.0,320.0,8.0,85.0,8.0,0.0,0.0,100.0,83.0,7.0,8.0,8.0,1.0,25.0,12.0,0.0,0.0,2.0,66.51626155426224,2.0,2.397237827715356,0.7092896174863388,67.0,1.0
78.0,126.0,7.0,58.0,41.0,0.0,0.0,100.0,83.0,7.0,8.0,45.0,2.0,51.0,0.0,2.0,2.0,14.0,75.0,3.0,5.0,0.0,50.0,1.0
66.0,216.0,4.0,89.0,27.0,0.0,0.0,100.0,83.0,7.0,8.0,27.0,1.0,41.0,24.0,5.0,5.0,78.0,69.0,5.0,2.0,3.0,70.0,0.0
89.0,175.0,29.0,94.0,4.0,0.0,0.0,100.0,83.0,7.0,8.0,6.0,0.0,20.0,24.0,4.0,4.0,0.0,70.2104219767771,0.0,2.5639510341916423,0.0,0.0,0.0
84.0,196.0,10.0,82.0,12.0,0.0,0.0,100.0,83.0,7.0,8.0,25.0,1.0,17.0,0.0,2.0,2.0,29.0,54.0,5.0,2.0,0.0,64.0,1.0
76.0,330.0,15.0,169.0,25.0,0.0,0.0,100.0,83.0,7.0,8.0,19.0,0.0,16.0,15.0,0.0,0.0,35.0,56.0,5.0,1.0,3.0,41.0,1.0
75.0,63.0,4.0,75.0,26.0,1.0,1.0,100.0,83.0,6.0,8.0,20.0,4.0,31.0,0.0,4.0,4.0,19.0,86.0,4.0,5.0,0.0,64.0,0.0
76.0,150.0,11.0,54.0,14.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,1.0,40.0,0.0,0.0,0.0,32.0,96.0,4.0,2.0,0.0,75.0,0.0
61.0,192.0,6.0,58.0,22.0,0.0,0.0,70.0,3.0,4.0,6.0,23.0,4.0,57.0,6.0,0.0,0.0,41.0,68.0,2.0,4.0,0.0,60.0,0.0
59.0,200.0,9.0,79.0,25.0,1.0,1.0,92.0,4.0,2.0,4.0,31.0,1.0,38.0,24.0,1.0,1.0,78.0,74.0,3.0,3.0,2.0,86.0,1.0
86.0,358.0,3.0,100.0,28.0,0.0,0.0,97.0,27.05164066702528,6.0,6.0,29.0,2.0,34.0,5.0,0.0,0.0,0.0,66.51626155426224,1.0,2.397237827715356,0.0,17.0,1.0
73.0,320.0,3.0,82.0,33.0,0.0,0.0,100.0,83.0,7.0,8.0,23.0,8.0,21.0,3.0,3.0,2.0,26.0,91.0,4.0,4.0,1.0,45.0,1.0
69.0,323.0,6.0,107.0,44.0,1.0,1.0,96.0,77.0,6.0,6.0,46.0,1.0,22.0,0.0,0.0,0.0,46.0,94.0,18.0,3.0,3.0,60.0,0.0
61.0,49.0,5.0,25.0,7.0,0.0,0.0,89.0,28.0,6.0,6.0,9.0,2.0,89.0,24.0,2.0,2.0,113.0,97.0,1.0,2.0,1.0,100.0,0.0
60.0,83.0,9.0,49.0,31.0,1.0,1.0,97.0,16.0,0.0,6.0,32.0,1.0,16.0,0.0,4.0,4.0,68.0,40.0,14.0,2.0,3.0,76.0,1.0
69.0,122.0,6.0,52.0,13.0,3.0,3.0,92.0,74.0,6.0,6.0,16.0,2.0,92.0,0.0,1.0,1.0,52.0,97.0,1.0,4.0,0.0,100.0,0.0
83.0,283.0,6.0,75.0,26.0,0.0,0.0,100.0,83.0,7.0,8.0,26.0,1.0,50.0,0.0,1.0,1.0,22.0,73.0,2.0,2.0,0.0,67.0,1.0
74.0,462.0,5.0,66.0,20.0,0.0,0.0,90.0,38.0,6.0,6.0,27.0,2.0,20.0,4.0,2.0,2.0,41.0,66.51626155426224,4.0,1.0,2.0,83.0,1.0
79.0,190.0,3.0,53.0,27.0,0.0,0.0,100.0,83.0,7.0,8.0,28.0,2.0,4.0,24.0,0.0,0.0,55.0,70.2104219767771,2.0,2.5639510341916423,1.0,50.0,0.0
83.0,202.0,10.0,98.0,22.0,3.0,1.0,88.0,34.0,6.0,4.0,25.0,2.0,24.0,1.0,1.0,1.0,6.0,83.0,4.0,2.0,0.0,50.0,1.0
88.0,133.0,14.0,63.0,5.0,0.0,0.0,100.0,83.0,7.0,8.0,6.0,0.0,40.0,24.0,0.0,0.0,4.0,44.0,1.0,2.0,0.0,75.0,0.0
71.0,106.0,0.0,39.0,22.0,0.0,0.0,92.0,54.0,6.0,6.0,25.0,7.0,52.0,0.0,3.0,2.0,32.0,94.0,4.0,4.0,1.0,67.0,0.0
92.0,137.0,26.0,89.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,0.0,58.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,78.0,0.0
62.0,164.0,1.0,43.0,39.0,0.0,0.0,100.0,83.0,7.0,8.0,44.0,17.0,36.0,24.0,24.0,24.0,54.0,104.0,5.0,11.0,3.0,73.0,0.0
80.0,93.0,2.0,34.0,13.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,3.0,40.0,7.0,0.0,0.0,6.0,84.0,3.0,3.0,0.0,67.0,1.0
81.0,243.0,1.0,89.0,41.0,0.0,0.0,100.0,83.0,7.0,8.0,44.0,9.0,27.0,0.0,7.0,6.0,1.0,39.0,7.0,4.0,0.0,50.0,1.0
54.0,222.78659459459465,9.0,99.0,10.0,8.0,5.0,59.0,1.0,0.0,2.0,17.0,1.0,29.0,24.0,1.0,1.0,99.0,66.51626155426224,2.0,1.0,0.7092896174863388,75.0,1.0
51.0,186.0,13.0,96.0,22.0,3.0,1.0,84.0,2.0,0.0,2.0,25.0,0.0,56.0,0.0,4.0,3.0,79.0,50.0,5.0,3.0,3.0,100.0,0.0
45.0,265.0,3.0,98.0,50.0,2.0,2.0,86.0,1.0,4.0,6.0,51.0,1.0,25.0,11.0,0.0,0.0,62.0,69.0,8.0,4.0,3.0,65.0,1.0
82.0,150.0,9.0,49.0,12.0,0.0,0.0,100.0,83.0,7.0,8.0,18.0,1.0,42.0,14.0,0.0,0.0,5.0,92.0,1.0,2.0,0.0,43.0,1.0
67.0,245.0,27.0,110.0,20.0,0.0,0.0,87.0,10.0,4.0,6.0,23.0,0.0,17.0,0.0,0.0,0.0,40.0,6.0,6.0,2.0,1.0,64.0,0.0
61.0,181.0,20.0,65.0,21.0,0.0,0.0,95.0,16.0,6.0,6.0,21.0,0.0,29.0,24.0,2.0,2.0,86.0,85.0,4.0,2.0,3.0,54.0,1.0
63.0,142.0,3.0,58.0,9.0,4.0,4.0,75.0,16.0,6.0,2.0,12.0,2.0,42.0,12.0,0.0,0.0,0.0,99.0,2.0,2.0,0.0,100.0,1.0
57.0,41.0,12.0,29.0,7.0,0.0,0.0,57.0,12.0,6.0,6.0,7.0,0.0,43.0,0.0,0.0,0.0,93.0,62.0,3.0,2.0,1.0,83.0,0.0
