0,1,2,3,4,5,6,7,Y,E
2,3,-11,-2,-2,-2,7,7,-11,25
1,2,-10,-2,-3,-2,327,284,-10,20
3,1,-10,-2,-2,-2,272,0,-11,25
1,2,-11,-2,-3,-2,18,3,-10,13
1,1,-10,-1,-2,-2,23,5,-11,25
1,3,-10,-2,-2,-2,19,5,-11,25
1,1,-11,-2,-2,-2,53,5,-11,25
1,3,-11,-2,-2,-2,32,14,-11,25
2,1,-11,-2,-2,-3,50,17,-10,2
3,3,-10,-2,-2,-1,20,20,-11,25
2,2,-10,-2,-3,-2,227,2,-10,20
2,3,-11,-2,-2,-1,16,1,-11,25
1,1,-10,-2,-3,-2,162,7,-10,19
1,1,-10,-2,-2,-3,16,4,-11,25
1,3,-10,-2,-2,-2,274,20,-10,7
1,2,-11,-2,-2,-2,248,19,-11,25
1,3,-10,-2,-2,-2,41,41,-10,7
1,3,-10,-2,-3,-1,11,11,-10,17
3,2,-11,-2,-2,-2,212,8,-11,25
3,1,-10,-3,-2,-2,5,5,-10,12
1,3,-10,-2,-2,-1,154,5,-11,25
1,2,-10,-2,-2,-2,40,21,-10,4
3,1,-11,-2,-2,-3,192,3,-11,25
3,1,-10,-3,-2,-3,9,2,-10,12
3,3,-10,-2,-2,-2,25,1,-11,25
4,2,-11,-2,-2,-1,37,5,-11,25
1,1,-10,-2,-2,-2,31,5,-11,25
2,1,-10,-2,-3,-2,15,10,-10,19
3,3,-10,-2,-2,-2,257,1,-11,25
3,2,-11,-3,-2,-2,58,5,-11,25
2,3,-11,-3,-2,-2,162,11,-11,25
1,2,-11,-2,-2,-2,232,8,-11,25
4,1,-11,-2,-2,-2,6,6,-11,25
1,3,-11,-2,-2,-2,351,8,-11,25
1,1,-10,-2,-2,-2,166,166,-10,23
3,2,-10,-2,-2,-1,45,15,-11,25
1,3,-11,-2,-2,-2,171,13,-11,25
1,3,-10,-2,-3,-2,40,40,-10,7
1,1,-11,-2,-2,-2,218,10,-11,25
1,3,-11,-2,-2,-2,211,11,-11,25
2,1,-11,-2,-2,-3,23,4,-11,25
2,3,-10,-3,-2,-2,330,16,-11,25
1,2,-10,-2,-2,-2,8,8,-10,13
2,3,-11,-2,-3,-2,326,8,-11,25
1,1,-11,-2,-2,-2,8,6,-10,10
1,2,-11,-2,-2,-2,121,9,-11,25
3,3,-11,-2,-2,-2,12,12,-11,25
1,3,-10,-2,-2,-3,178,7,-11,25
1,3,-10,-2,-2,-2,51,18,-11,25
2,2,-10,-2,-3,-2,39,1,-10,20
2,1,-10,-2,-2,-2,31,31,-10,2
1,3,-11,-2,-3,-1,160,7,-11,25
4,2,-11,-1,-2,-2,208,13,-11,25
1,3,-10,-2,-3,-2,346,215,-10,7
3,2,-11,-3,-3,-2,19,11,-11,25
1,3,-10,-2,-2,-1,87,2,-11,25
4,3,-11,-2,-2,-1,23,7,-11,25
1,1,-11,-2,-2,-2,166,8,-10,23
1,2,-10,-2,-2,-1,12,12,-10,13
1,1,-11,-2,-1,-2,110,11,-11,25
1,2,-10,-1,-3,-2,46,3,-10,16
2,2,-11,-2,-2,-3,327,2,-11,25
1,1,-10,-2,-2,-1,268,6,-11,25
1,2,-10,-2,-2,-2,206,11,-11,25
2,1,-10,-2,-2,-2,45,11,-11,25
3,3,-10,-2,-2,-2,46,6,-11,25
1,3,-11,-2,-2,-2,355,11,-11,25
4,2,-10,-2,-2,-2,206,1,-11,25
4,1,-10,-2,-2,-2,351,259,-11,25
2,1,-11,-2,-2,-1,29,22,-10,2
3,3,-10,-2,-2,-1,9,5,-11,25
2,2,-11,-1,-2,-2,27,4,-10,14
3,2,-10,-2,-2,-2,18,10,-11,25
3,1,-11,-3,-3,-2,1,1,-10,12
2,2,-11,-2,-2,-2,25,6,-10,14
2,3,-11,-2,-2,-1,71,71,-10,8
3,1,-11,-2,-2,-2,207,17,-10,3
4,2,-11,-2,-1,-2,14,7,-11,25
1,2,-11,-2,-2,-2,187,13,-11,25
2,3,-11,-2,-2,-1,48,10,-11,25
4,3,-10,-2,-2,-2,27,27,-11,25
3,1,-11,-2,-2,-3,3,3,-10,12
3,3,-11,-2,-2,-2,30,9,-11,25
3,2,-11,-2,-2,-2,9,9,-11,25
3,2,-10,-3,-3,-2,0,0,-10,22
1,1,-10,-2,-3,-2,247,8,-10,19
1,3,-10,-2,-2,-2,57,2,-11,25
1,2,-10,-2,-2,-2,3,0,-10,13
3,3,-10,-2,-3,-2,291,10,-11,25
1,1,-11,-2,-2,-1,59,0,-11,25
1,3,-10,-2,-2,-2,31,19,-11,25
2,3,-10,-2,-2,-2,116,18,-11,25
2,1,-11,-3,-3,-2,156,156,-10,2
1,2,-11,-2,-1,-2,46,5,-11,25
1,1,-11,-2,-2,-1,32,18,-10,1
1,1,-10,-2,-2,-2,32,11,-11,25
1,1,-10,-3,-2,-2,2,2,-10,10
1,1,-11,-2,-2,-3,204,11,-11,25
1,1,-11,-3,-1,-2,16,10,-11,25
1,3,-10,-2,-2,-1,25,0,-11,25
1,3,-10,-2,-3,-2,295,4,-11,25
3,1,-11,-2,-2,-2,22,19,-10,12
4,3,-10,-2,-2,-2,48,14,-11,25
1,1,-11,-2,-3,-2,1,1,-10,10
4,1,-10,-1,-1,-2,54,1,-11,25
1,3,-10,-2,-3,-2,6,6,-11,25
1,1,-10,-1,-2,-2,190,190,-10,1
1,2,-10,-2,-2,-2,195,10,-11,25
2,3,-11,-3,-2,-2,29,8,-11,25
1,1,-11,-2,-2,-2,28,20,-10,1
3,1,-11,-2,-2,-1,162,6,-11,25
1,1,-10,-2,-2,-2,142,3,-10,23
4,3,-10,-2,-2,-1,23,6,-11,25
1,2,-10,-2,-2,-2,36,7,-11,25
3,3,-11,-2,-2,-2,49,15,-11,25
1,3,-10,-2,-2,-2,26,3,-11,25
2,1,-10,-2,-3,-2,15,15,-10,19
3,1,-11,-2,-2,-1,196,1,-11,25
1,1,-10,-2,-2,-3,54,18,-10,1
3,1,-10,-2,-2,-2,22,17,-10,12
1,3,-11,-2,-2,-2,34,5,-11,25
2,1,-11,-2,-2,-1,48,21,-10,2
1,1,-11,-2,-2,-2,115,7,-11,25
1,1,-10,-3,-2,-3,235,8,-11,25
2,1,-10,-2,-2,-1,35,35,-10,2
1,1,-10,-2,-2,-1,224,11,-11,25
1,3,-11,-2,-2,-2,6,6,-11,25
1,1,-10,-2,-2,-1,10,10,-10,10
3,1,-10,-2,-2,-1,21,17,-10,12
2,2,-11,-2,-1,-2,225,7,-11,25
1,1,-11,-2,-2,-2,14,8,-11,25
3,3,-11,-2,-2,-2,149,11,-11,25
2,2,-11,-2,-2,-2,2,2,-10,14
2,2,-10,-3,-2,-2,8,7,-10,14
1,1,-11,-3,-2,-2,221,6,-11,25
2,2,-10,-1,-3,-2,11,9,-10,14
1,2,-10,-2,-2,-2,320,17,-11,25
3,3,-10,-1,-2,-2,39,2,-11,25
3,1,-11,-2,-1,-2,230,3,-11,25
1,1,-11,-2,-2,-2,12,12,-11,25
3,2,-10,-2,-2,-2,200,8,-11,25
2,1,-10,-1,-3,-1,49,2,-10,15
2,1,-11,-2,-2,-2,44,3,-11,25
3,3,-11,-2,-2,-2,142,36,-10,9
1,1,-11,-1,-2,-2,180,19,-10,1
1,1,-11,-2,-2,-2,3,3,-10,10
2,3,-11,-2,-2,-1,51,8,-11,25
3,2,-10,-2,-2,-1,26,5,-11,25
1,3,-11,-2,-2,-3,337,5,-11,25
1,1,-10,-2,-2,-2,48,4,-11,25
2,1,-11,-2,-2,-2,162,0,-10,23
2,1,-11,-2,-2,-2,0,0,-10,11
1,1,-10,-2,-3,-2,0,0,-10,19
1,1,-10,-1,-2,-2,5,5,-10,10
3,3,-11,-2,-2,-2,48,2,-11,25
1,2,-10,-2,-2,-2,13,7,-10,13
3,2,-10,-2,-2,-2,21,5,-11,25
1,2,-10,-2,-2,-1,9,1,-10,13
1,1,-11,-2,-2,-2,109,4,-11,25
4,1,-10,-2,-1,-2,42,7,-11,25
1,2,-10,-2,-2,-1,94,0,-11,25
2,2,-10,-1,-3,-2,7,7,-10,14
1,2,-10,-2,-2,-1,187,7,-11,25
3,3,-10,-2,-2,-2,345,5,-11,25
1,1,-11,-1,-2,-1,58,7,-11,25
2,1,-11,-2,-2,-2,25,19,-10,2
3,1,-11,-3,-2,-2,8,3,-10,12
1,3,-11,-2,-2,-1,114,114,-10,7
3,1,-10,-2,-2,-2,250,4,-11,25
1,1,-10,-1,-2,-1,296,7,-11,25
1,1,-10,-2,-2,-2,5,5,-10,10
2,2,-11,-2,-2,-2,38,14,-11,25
1,3,-11,-2,-2,-1,10,5,-11,25
1,3,-10,-2,-2,-1,231,10,-11,25
1,2,-11,-2,-2,-3,39,39,-10,4
2,1,-11,-2,-2,-2,17,11,-11,25
2,1,-10,-2,-2,-3,87,87,-10,2
2,1,-10,-2,-3,-2,156,1,-10,19
2,2,-11,-2,-2,-2,351,8,-11,25
1,2,-10,-2,-2,-1,15,10,-10,13
4,3,-10,-2,-2,-2,11,0,-11,25
1,3,-10,-2,-2,-2,52,11,-11,25
1,2,-10,-3,-3,-2,53,53,-10,22
3,1,-10,-2,-3,-2,217,4,-10,19
3,1,-10,-2,-3,-3,86,20,-10,3
2,1,-10,-3,-2,-2,10,1,-10,11
1,2,-11,-2,-2,-1,109,10,-11,25
2,3,-10,-2,-2,-2,58,18,-11,25
1,1,-10,-2,-2,-2,21,8,-11,25
3,3,-10,-2,-2,-2,279,4,-11,25
1,1,-10,-2,-2,-2,5,5,-10,10
1,3,-11,-2,-2,-2,23,23,-10,7
2,1,-11,-2,-3,-3,262,5,-11,25
2,3,-10,-2,-2,-3,11,11,-11,25
1,1,-10,-2,-2,-2,27,8,-11,25
3,1,-11,-2,-2,-2,102,19,-10,3
1,1,-10,-2,-2,-2,52,3,-11,25
3,3,-10,-2,-2,-2,50,0,-11,25
1,3,-10,-2,-2,-1,154,19,-11,25
1,1,-10,-2,-1,-2,25,1,-11,25
1,3,-11,-2,-2,-2,257,6,-11,25
1,2,-11,-2,-2,-1,141,13,-11,25
1,2,-11,-2,-2,-2,21,7,-10,13
2,2,-11,-2,-1,-2,14,14,-10,14
2,3,-10,-2,-1,-1,50,9,-11,25
3,1,-11,-2,-3,-2,276,8,-11,25
2,3,-10,-3,-2,-2,8,8,-11,25
1,3,-11,-2,-2,-2,19,10,-11,25
2,1,-11,-2,-2,-2,28,21,-10,2
1,1,-11,-2,-2,-2,16,9,-11,25
1,1,-10,-2,-3,-3,52,3,-11,25
2,2,-11,-2,-2,-2,322,8,-11,25
3,3,-10,-2,-2,-2,3,3,-11,25
2,2,-11,-2,-2,-2,7,7,-10,14
2,2,-10,-2,-2,-2,49,6,-11,25
1,2,-11,-2,-3,-2,59,2,-11,25
1,1,-11,-2,-2,-2,14,10,-11,25
1,3,-10,-2,-3,-2,195,5,-11,25
1,1,-10,-2,-2,-2,1,1,-10,10
1,1,-11,-2,-3,-1,6,5,-10,10
1,1,-10,-2,-3,-2,224,19,-10,19
1,2,-10,-2,-3,-3,15,3,-10,13
1,3,-11,-2,-2,-2,40,7,-11,25
3,3,-11,-2,-2,-2,246,16,-11,25
1,2,-10,-2,-2,-1,55,5,-11,25
4,1,-11,-2,-2,-2,179,8,-10,23
3,1,-11,-2,-2,-2,141,11,-10,23
2,1,-11,-2,-3,-2,50,16,-10,2
1,2,-10,-2,-2,-2,226,5,-11,25
1,1,-11,-2,-2,-2,3,3,-10,10
1,3,-11,-2,-2,-1,124,3,-11,25
3,3,-11,-2,-1,-1,59,9,-11,25
1,1,-10,-2,-3,-2,58,3,-10,19
4,3,-11,-2,-2,-2,61,8,-11,25
3,2,-11,-2,-2,-2,209,5,-11,25
2,3,-11,-2,-2,-2,78,16,-11,25
2,2,-11,-2,-2,-1,29,4,-10,14
1,3,-10,-2,-2,-1,334,0,-11,25
1,3,-11,-2,-2,-2,5,5,-11,25
1,2,-11,-2,-2,-1,254,9,-11,25
1,1,-10,-1,-2,-1,154,11,-11,25
2,1,-10,-3,-2,-2,1,1,-10,11
2,3,-10,-1,-2,-2,163,5,-11,25
1,3,-10,-2,-2,-1,199,10,-11,25
2,1,-11,-3,-3,-2,19,8,-11,25
1,1,-10,-2,-2,-2,287,3,-11,25
2,1,-11,-2,-3,-2,10,2,-10,11
1,2,-10,-2,-2,-1,310,8,-11,25
1,1,-11,-2,-3,-2,68,3,-11,25
2,1,-11,-2,-2,-2,309,0,-11,25
1,3,-10,-2,-2,-3,51,23,-10,7
1,1,-10,-2,-3,-2,105,105,-10,19
3,1,-11,-3,-2,-2,2,2,-10,12
2,2,-10,-2,-2,-1,30,30,-10,5
1,1,-10,-3,-2,-1,192,5,-10,0
2,3,-11,-2,-3,-2,46,21,-11,25
2,1,-10,-2,-2,-2,13,11,-11,25
1,3,-10,-2,-2,-2,31,4,-11,25
3,1,-10,-2,-2,-2,118,118,-10,3
4,3,-11,-2,-2,-1,59,16,-11,25
2,2,-11,-2,-2,-1,158,8,-11,25
2,3,-11,-2,-2,-2,1,1,-11,25
1,3,-11,-2,-2,-3,13,9,-11,25
1,3,-10,-2,-3,-2,3,2,-11,25
2,1,-11,-2,-2,-2,108,108,-10,2
1,2,-11,-1,-3,-1,41,2,-10,16
1,2,-11,-2,-2,-2,7,7,-10,13
1,1,-10,-3,-2,-2,15,2,-11,25
2,2,-11,-2,-3,-2,27,8,-10,14
1,1,-11,-2,-2,-2,54,9,-11,25
2,1,-11,-2,-3,-2,14,11,-11,25
1,3,-10,-2,-2,-2,53,7,-11,25
1,1,-11,-2,-1,-2,279,118,-10,1
1,3,-10,-2,-2,-2,12,0,-11,25
2,3,-10,-1,-2,-1,55,10,-11,25
1,2,-10,-2,-2,-2,167,1,-10,24
4,3,-10,-2,-2,-1,284,0,-11,25
3,3,-11,-2,-2,-2,239,0,-11,25
1,1,-11,-2,-2,-2,49,2,-11,25
3,2,-11,-2,-2,-2,2,0,-11,25
3,3,-11,-2,-2,-2,28,18,-11,25
1,2,-10,-2,-2,-1,4,1,-10,13
1,1,-10,-2,-3,-2,11,2,-10,19
1,2,-11,-3,-2,-1,321,18,-11,25
4,2,-11,-2,-2,-2,43,5,-11,25
2,3,-11,-2,-3,-1,6,6,-11,25
1,3,-10,-2,-2,-2,236,6,-11,25
3,2,-11,-2,-2,-2,271,18,-11,25
3,3,-10,-1,-2,-2,14,14,-11,25
1,1,-11,-2,-2,-1,316,6,-11,25
1,3,-10,-2,-3,-2,191,2,-11,25
1,3,-10,-2,-2,-2,16,16,-11,25
3,2,-11,-2,-2,-2,23,14,-11,25
3,3,-11,-2,-2,-2,33,10,-11,25
1,1,-10,-2,-2,-2,1,1,-10,10
3,1,-10,-2,-2,-2,84,9,-11,25
2,3,-11,-2,-2,-3,37,11,-11,25
1,2,-11,-2,-2,-3,58,22,-10,4
3,2,-11,-3,-3,-3,13,6,-11,25
2,2,-11,-2,-2,-1,12,4,-10,14
3,1,-11,-2,-2,-2,46,46,-10,3
3,3,-11,-2,-2,-2,317,8,-11,25
1,3,-11,-2,-2,-2,20,8,-11,25
2,3,-11,-2,-2,-1,31,10,-11,25
3,1,-10,-2,-2,-2,116,116,-10,3
1,2,-11,-2,-2,-1,30,1,-11,25
3,3,-11,-2,-2,-2,23,19,-11,25
2,3,-11,-2,-2,-2,156,1,-11,25
2,1,-11,-2,-2,-1,45,4,-11,25
3,3,-11,-3,-2,-2,16,5,-11,25
2,3,-11,-2,-2,-2,49,6,-11,25
3,2,-11,-2,-2,-3,18,18,-11,25
2,1,-11,-2,-2,-2,183,14,-11,25
2,3,-10,-3,-2,-2,0,0,-11,25
3,3,-10,-2,-2,-2,119,4,-11,25
1,1,-10,-2,-2,-1,167,21,-10,1
1,3,-10,-2,-2,-2,103,18,-11,25
1,3,-11,-2,-2,-1,8,4,-11,25
1,2,-10,-2,-3,-1,16,10,-10,13
2,3,-10,-2,-2,-2,33,1,-11,25
3,3,-11,-2,-2,-2,3,1,-11,25
3,1,-11,-2,-2,-1,121,9,-11,25
2,1,-11,-2,-3,-2,45,2,-11,25
1,2,-10,-2,-2,-2,225,5,-11,25
1,2,-11,-2,-2,-2,13,3,-10,13
2,3,-11,-2,-3,-2,144,144,-10,8
2,3,-11,-2,-2,-2,94,5,-11,25
1,3,-10,-2,-3,-2,217,217,-10,7
3,3,-10,-3,-2,-2,59,7,-11,25
1,1,-10,-2,-2,-1,204,2,-11,25
1,3,-10,-3,-2,-2,39,13,-11,25
1,1,-11,-2,-1,-1,247,2,-11,25
2,2,-10,-3,-1,-2,35,10,-11,25
2,3,-11,-1,-2,-2,43,3,-11,25
4,2,-11,-2,-1,-2,190,6,-11,25
2,2,-10,-2,-2,-2,272,1,-11,25
1,3,-10,-2,-2,-2,352,6,-11,25
1,3,-10,-2,-2,-1,261,6,-11,25
1,2,-11,-2,-2,-2,1,1,-10,13
3,1,-10,-2,-3,-1,53,53,-10,17
1,1,-10,-3,-3,-2,335,0,-10,21
1,2,-11,-2,-2,-3,28,21,-10,4
1,1,-11,-2,-2,-2,179,0,-10,23
2,1,-10,-2,-2,-3,108,18,-10,2
2,1,-11,-2,-2,-2,168,5,-10,23
2,1,-10,-2,-2,-2,120,3,-10,23
1,1,-10,-2,-2,-1,26,7,-11,25
1,1,-11,-3,-2,-1,112,1,-10,0
1,1,-10,-2,-2,-2,34,30,-10,1
3,1,-10,-2,-2,-2,50,2,-11,25
1,3,-11,-2,-2,-1,132,4,-11,25
1,3,-11,-2,-3,-2,1,1,-11,25
3,1,-11,-2,-1,-1,10,0,-10,12
2,3,-10,-2,-2,-2,10,8,-11,25
1,1,-10,-2,-2,-2,35,4,-11,25
1,2,-10,-2,-2,-2,0,0,-10,13
4,2,-11,-2,-1,-2,54,8,-11,25
1,1,-11,-2,-2,-2,329,8,-11,25
2,1,-11,-2,-2,-2,35,1,-11,25
1,1,-10,-2,-2,-2,19,13,-11,25
3,2,-10,-2,-2,-3,111,10,-11,25
3,3,-10,-2,-2,-2,2,2,-11,25
3,3,-11,-3,-2,-1,38,38,-10,9
2,3,-11,-2,-2,-2,294,7,-11,25
2,2,-11,-3,-2,-3,182,53,-10,5
1,3,-11,-2,-2,-2,56,11,-11,25
3,3,-11,-2,-2,-2,47,1,-11,25
1,3,-11,-2,-2,-2,94,70,-10,7
1,2,-11,-2,-2,-2,42,6,-11,25
3,3,-11,-3,-2,-1,102,5,-11,25
2,1,-10,-2,-2,-1,335,8,-11,25
2,2,-10,-2,-2,-2,42,11,-11,25
2,2,-10,-3,-2,-2,112,8,-11,25
2,3,-11,-2,-2,-1,227,9,-11,25
2,2,-10,-2,-3,-1,20,4,-10,14
3,1,-10,-2,-3,-1,29,3,-10,12
3,3,-11,-2,-2,-2,6,1,-11,25
2,1,-11,-2,-2,-3,51,11,-11,25
2,2,-10,-2,-2,-2,27,10,-10,14
1,3,-10,-3,-1,-1,201,8,-11,25
2,1,-10,-3,-2,-2,357,3,-11,25
1,1,-10,-2,-2,-2,57,0,-11,25
1,2,-10,-3,-2,-2,15,3,-10,13
1,2,-11,-2,-2,-1,240,10,-11,25
1,2,-10,-2,-2,-2,83,41,-10,4
1,1,-10,-2,-1,-2,34,18,-10,1
1,3,-10,-2,-2,-2,12,5,-11,25
4,1,-10,-2,-2,-2,210,18,-11,25
3,2,-10,-2,-2,-1,17,8,-11,25
1,1,-11,-2,-2,-2,30,5,-11,25
3,3,-10,-3,-2,-2,333,19,-11,25
1,3,-11,-2,-2,-2,25,6,-11,25
1,3,-10,-2,-2,-2,22,1,-11,25
2,3,-11,-2,-2,-2,280,17,-11,25
1,3,-11,-2,-2,-2,19,19,-11,25
1,1,-10,-2,-2,-2,28,19,-10,1
1,1,-10,-2,-2,-2,66,0,-11,25
1,1,-10,-2,-2,-3,51,0,-11,25
3,2,-11,-2,-2,-1,10,10,-11,25
2,1,-10,-2,-2,-1,44,44,-10,2
1,3,-10,-3,-2,-2,55,6,-11,25
1,1,-10,-2,-2,-2,292,239,-10,1
3,2,-10,-2,-2,-2,17,4,-11,25
1,2,-10,-2,-2,-2,14,11,-10,13
3,2,-11,-2,-2,-1,6,0,-11,25
2,2,-10,-2,-2,-2,217,1,-11,25
3,3,-11,-2,-2,-2,218,0,-11,25
2,3,-10,-2,-2,-1,21,4,-11,25
4,3,-11,-2,-1,-2,53,5,-11,25
3,2,-11,-2,-1,-3,41,2,-11,25
4,1,-10,-2,-2,-2,13,5,-11,25
2,1,-11,-2,-3,-1,208,19,-10,2
1,2,-10,-2,-2,-2,55,11,-11,25
4,3,-10,-1,-2,-1,170,2,-11,25
3,2,-10,-2,-2,-1,293,11,-11,25
1,1,-10,-2,-2,-2,48,48,-10,1
2,1,-10,-2,-3,-2,55,2,-10,19
2,2,-11,-2,-2,-1,336,0,-11,25
1,2,-11,-2,-3,-2,8,3,-10,13
1,3,-10,-2,-2,-2,156,7,-11,25
1,3,-11,-2,-2,-2,49,1,-11,25
3,3,-10,-2,-2,-2,141,141,-10,9
2,1,-10,-2,-2,-2,155,14,-10,23
2,1,-10,-2,-2,-1,355,23,-10,2
1,2,-10,-1,-2,-2,20,0,-10,13
1,1,-11,-3,-3,-2,77,18,-10,1
2,3,-11,-2,-2,-2,302,5,-11,25
2,2,-10,-2,-2,-2,168,2,-10,24
3,1,-10,-2,-2,-2,4,4,-10,12
4,1,-11,-2,-2,-2,255,5,-11,25
2,2,-10,-2,-2,-2,39,9,-11,25
1,2,-10,-2,-2,-2,6,5,-10,13
3,1,-11,-2,-3,-2,345,120,-10,3
1,2,-11,-2,-2,-2,220,9,-11,25
3,2,-10,-2,-2,-2,262,14,-11,25
2,2,-11,-3,-2,-3,17,9,-10,14
2,2,-10,-2,-2,-2,156,9,-10,24
3,2,-10,-2,-2,-2,281,11,-11,25
1,1,-11,-3,-1,-2,25,25,-10,1
1,3,-11,-3,-3,-3,9,9,-11,25
1,2,-11,-1,-2,-2,359,1,-11,25
1,2,-11,-2,-3,-2,39,17,-11,25
3,1,-10,-2,-2,-2,323,0,-11,25
3,2,-11,-2,-2,-2,0,0,-11,25
2,2,-10,-2,-2,-2,17,7,-10,14
2,3,-10,-2,-2,-2,4,4,-11,25
2,2,-10,-2,-2,-2,252,0,-11,25
1,1,-11,-3,-2,-1,41,2,-10,0
2,1,-10,-2,-2,-1,2,1,-10,11
2,2,-10,-2,-2,-1,34,34,-10,5
1,1,-11,-2,-2,-2,62,1,-11,25
3,1,-11,-2,-2,-2,16,11,-10,12
3,2,-11,-2,-2,-2,130,23,-11,25
1,2,-11,-1,-2,-2,334,8,-11,25
1,2,-11,-2,-2,-2,15,1,-10,13
1,1,-11,-2,-2,-1,217,1,-11,25
2,3,-10,-2,-2,-2,128,6,-11,25
1,3,-10,-2,-2,-2,48,1,-11,25
1,1,-10,-2,-2,-2,11,11,-10,10
2,1,-11,-2,-3,-2,172,2,-11,25
3,2,-11,-2,-2,-2,54,8,-11,25
1,1,-11,-2,-2,-2,1,1,-10,10
2,3,-10,-2,-2,-1,32,5,-11,25
4,1,-10,-2,-2,-2,300,1,-11,25
1,2,-10,-2,-2,-2,3,3,-10,13
1,2,-10,-2,-2,-2,51,1,-11,25
1,3,-10,-3,-2,-2,22,10,-11,25
1,2,-11,-3,-2,-2,209,11,-11,25
2,3,-11,-2,-2,-2,34,34,-10,8
2,3,-10,-2,-2,-2,38,3,-11,25
2,1,-11,-2,-2,-2,194,194,-10,2
2,3,-11,-2,-2,-2,50,3,-11,25
2,2,-11,-3,-3,-2,9,3,-10,14
3,2,-10,-2,-2,-2,28,28,-11,25
1,3,-10,-2,-2,-2,113,11,-11,25
3,3,-11,-2,-2,-2,45,22,-11,25
3,3,-11,-2,-2,-2,179,9,-11,25
3,1,-11,-2,-2,-2,5,5,-10,12
2,3,-10,-2,-3,-2,12,8,-11,25
1,3,-11,-2,-1,-2,149,9,-11,25
1,1,-10,-2,-2,-2,257,2,-11,25
2,3,-10,-2,-2,-2,19,19,-11,25
2,1,-11,-2,-2,-3,216,176,-10,2
1,1,-10,-2,-3,-2,82,82,-10,19
2,3,-10,-2,-2,-2,35,4,-11,25
2,2,-11,-2,-2,-2,183,19,-11,25
2,1,-10,-3,-2,-2,33,8,-11,25
3,1,-11,-2,-2,-2,2,2,-10,12
1,3,-10,-2,-1,-2,38,1,-11,25
2,3,-11,-2,-2,-2,54,8,-11,25
1,3,-10,-2,-3,-2,58,13,-11,25
1,2,-10,-1,-2,-2,27,0,-11,25
3,2,-11,-2,-2,-2,46,20,-11,25
3,1,-11,-2,-1,-2,25,7,-10,12
1,1,-11,-2,-2,-2,39,11,-11,25
2,3,-10,-3,-1,-2,151,9,-11,25
3,1,-10,-2,-2,-1,46,13,-11,25
1,3,-11,-2,-2,-2,7,7,-11,25
1,1,-11,-2,-2,-2,47,10,-11,25
1,2,-11,-2,-2,-2,5,5,-10,13
4,3,-11,-2,-2,-2,2,2,-11,25
1,1,-10,-2,-2,-2,79,79,-10,1
2,2,-11,-2,-2,-2,249,10,-11,25
3,3,-10,-2,-2,-1,276,11,-11,25
2,1,-10,-3,-2,-2,285,8,-11,25
1,3,-10,-2,-2,-2,11,9,-11,25
2,3,-10,-2,-2,-2,50,8,-11,25
1,3,-11,-2,-2,-2,16,16,-11,25
2,3,-11,-2,-2,-2,160,7,-11,25
2,1,-10,-2,-2,-1,124,10,-11,25
2,3,-11,-2,-3,-3,204,7,-11,25
2,3,-10,-2,-2,-2,49,10,-11,25
2,3,-11,-2,-2,-3,16,16,-11,25
2,2,-11,-2,-2,-2,211,22,-10,5
1,1,-10,-2,-2,-3,192,9,-11,25
3,1,-10,-2,-2,-1,129,129,-10,3
2,1,-10,-1,-2,-2,25,7,-11,25
2,2,-10,-2,-2,-2,35,1,-11,25
2,1,-10,-2,-2,-2,79,11,-11,25
2,2,-11,-2,-2,-2,219,219,-10,5
2,1,-11,-2,-2,-2,150,2,-10,23
1,1,-11,-2,-2,-2,182,11,-11,25
1,1,-10,-2,-2,-1,326,6,-11,25
2,2,-11,-2,-2,-2,37,8,-11,25
1,3,-11,-3,-2,-2,311,1,-11,25
3,3,-10,-2,-2,-2,298,7,-11,25
2,1,-10,-2,-2,-1,50,6,-11,25
1,3,-10,-2,-2,-3,23,8,-11,25
1,3,-10,-2,-3,-1,15,15,-10,17
2,2,-11,-3,-2,-2,20,1,-10,14
1,1,-11,-2,-3,-2,7,7,-10,10
2,3,-10,-2,-2,-1,54,22,-11,25
3,1,-10,-3,-2,-2,12,12,-10,12
1,2,-10,-1,-2,-2,34,1,-11,25
1,3,-11,-2,-2,-2,84,84,-10,7
1,3,-10,-2,-2,-2,8,5,-11,25
2,2,-10,-2,-2,-2,32,4,-11,25
3,2,-11,-2,-2,-1,34,2,-11,25
2,2,-11,-3,-2,-2,13,6,-10,14
2,3,-11,-2,-2,-1,25,25,-11,25
1,2,-10,-1,-2,-1,167,6,-11,25
2,3,-10,-2,-2,-2,41,1,-11,25
1,1,-11,-2,-2,-2,325,3,-11,25
1,3,-10,-2,-3,-1,8,2,-10,17
1,3,-10,-2,-2,-2,7,7,-11,25
2,2,-10,-1,-2,-1,2,2,-10,14
3,3,-10,-2,-2,-2,5,1,-11,25
4,1,-11,-3,-2,-2,211,5,-11,25
2,3,-11,-2,-2,-2,89,9,-11,25
2,1,-11,-2,-3,-3,59,4,-11,25
3,1,-10,-2,-2,-2,12,2,-10,12
1,3,-10,-2,-2,-2,167,8,-11,25
3,1,-11,-2,-2,-2,11,7,-10,12
1,2,-11,-2,-1,-2,16,16,-10,13
1,2,-11,-2,-2,-2,48,3,-11,25
4,1,-11,-2,-1,-3,7,7,-11,25
1,1,-11,-2,-2,-3,26,7,-11,25
1,3,-10,-2,-2,-3,300,19,-11,25
1,1,-11,-2,-2,-2,86,5,-11,25
